id,date,product_category,sales_volume,price,promotion,store_location,weekday,supplier_cost,replenishment_lead_time,stock_level,profit,promo_cost,promo_roi,profit_cluster,cluster_label,business_profit_label
23,2022-04-24,Dairy,528.0,5.64,1,Rural,6,3.67,4.0,347.0,1040.1599999999999,1937.76,0.5367847411444141,0,High Profit,Low Profit
24,2022-04-25,Beverages,1600.0,16.79,0,Suburban,0,3.15,7.0,407.0,21823.999999999996,,,1,Medium Profit,Non_promotion
25,2022-04-26,Personal Care,385.0,17.43,0,Rural,1,12.47,1.0,429.0,1909.5999999999997,,,0,High Profit,Non_promotion
26,2022-04-27,Snacks,1267.0,15.6,0,Suburban,2,4.64,2.0,445.0,13886.320000000002,,,1,Medium Profit,Non_promotion
27,2022-04-28,Dairy,1547.0,3.15,1,Rural,3,13.94,9.0,408.0,-16692.129999999997,21565.18,-0.7740315638450501,2,Low Profit,Loss/No profit
28,2022-04-29,Beverages,1142.0,16.11,0,Rural,4,14.56,7.0,195.0,1770.0999999999988,,,2,Low Profit,Non_promotion
29,2022-04-30,Snacks,117.0,18.45,0,Rural,5,8.78,7.0,499.0,1131.39,,,0,High Profit,Non_promotion
30,2022-05-01,Snacks,868.0,12.41,1,Urban,6,2.57,6.0,123.0,8541.119999999999,2230.7599999999998,3.8287937743190663,1,Medium Profit,High Profit
31,2022-05-02,Household,689.0,18.88,1,Urban,0,5.93,3.0,157.0,8922.55,4085.77,2.183811129848229,0,High Profit,High Profit
32,2022-05-03,Personal Care,1494.0,16.71,1,Urban,1,12.07,3.0,171.0,6932.160000000001,18032.58,0.3844241922120961,1,Medium Profit,High Profit
33,2022-05-04,Dairy,1298.0,13.67,1,Rural,2,5.83,2.0,66.0,10176.32,7567.34,1.3447684391080617,1,Medium Profit,High Profit
34,2022-05-05,Beverages,1109.0,11.97,0,Suburban,3,1.76,6.0,245.0,11322.890000000001,,,1,Medium Profit,Non_promotion
35,2022-05-06,Household,293.0,7.62,0,Suburban,4,8.57,4.0,376.0,-278.3500000000001,,,0,High Profit,Non_promotion
36,2022-05-07,Personal Care,601.0,4.03,0,Suburban,5,12.75,5.0,367.0,-5240.719999999999,,,0,High Profit,Non_promotion
37,2022-05-08,Household,1087.0,12.49,0,Suburban,6,12.04,3.0,346.0,489.15000000000117,,,2,Low Profit,Non_promotion
38,2022-05-09,Personal Care,1236.0,7.04,0,Urban,0,3.04,6.0,301.0,4944.0,,,2,Low Profit,Non_promotion
39,2022-05-10,Personal Care,213.0,17.46,1,Urban,1,10.26,3.0,168.0,1533.6000000000001,2185.38,0.7017543859649124,0,High Profit,Low Profit
40,2022-05-11,Dairy,1345.0,19.87,0,Rural,2,3.7,8.0,211.0,21748.65,,,1,Medium Profit,Non_promotion
41,2022-05-12,Personal Care,1801.0,15.3,0,Rural,3,3.66,9.0,247.0,20963.64,,,1,Medium Profit,Non_promotion
42,2022-05-13,Household,1046.0,2.72,0,Suburban,4,13.17,4.0,94.0,-10930.699999999999,,,2,Low Profit,Non_promotion
43,2022-05-14,Personal Care,930.0,6.49,1,Urban,5,4.12,9.0,363.0,2204.1,3831.6,0.5752427184466019,0,High Profit,High Profit
44,2022-05-15,Dairy,1767.0,3.07,1,Suburban,6,4.32,7.0,228.0,-2208.750000000001,7633.4400000000005,-0.28935185185185197,2,Low Profit,Loss/No profit
45,2022-05-16,Dairy,1387.0,13.36,0,Rural,0,0.51,3.0,431.0,17822.95,,,1,Medium Profit,Non_promotion
46,2022-05-17,Household,1024.0,15.54,1,Rural,1,13.12,7.0,467.0,2478.08,13434.88,0.18445121951219512,0,High Profit,High Profit
47,2022-05-18,Snacks,154.0,18.59,1,Suburban,2,11.99,1.0,93.0,1016.4,1846.46,0.5504587155963303,0,High Profit,Low Profit
48,2022-05-19,Snacks,1994.0,9.33,1,Rural,3,9.6,3.0,320.0,-538.3799999999992,19142.399999999998,-0.028124999999999963,2,Low Profit,Loss/No profit
49,2022-05-20,Personal Care,1766.0,18.13,1,Suburban,4,11.38,6.0,127.0,11920.499999999996,20097.08,0.5931458699472757,1,Medium Profit,High Profit
50,2022-05-21,Beverages,899.0,17.68,1,Urban,5,2.7,4.0,375.0,13467.02,2427.3,5.548148148148148,1,Medium Profit,High Profit
51,2022-05-22,Personal Care,877.0,7.03,1,Suburban,6,7.15,7.0,227.0,-105.2400000000001,6270.55,-0.016783216783216797,0,High Profit,Loss/No profit
52,2022-05-23,Household,1581.0,17.51,1,Urban,0,5.59,3.0,406.0,18845.520000000004,8837.789999999999,2.132379248658319,1,Medium Profit,High Profit
53,2022-05-24,Household,261.0,8.14,0,Urban,1,1.86,1.0,465.0,1639.0800000000002,,,0,High Profit,Non_promotion
54,2022-05-25,Household,1503.0,6.64,0,Rural,2,7.55,9.0,52.0,-1367.7300000000002,,,2,Low Profit,Non_promotion
55,2022-05-26,Household,186.0,13.33,1,Rural,3,13.85,6.0,263.0,-96.71999999999991,2576.1,-0.03754512635379058,0,High Profit,Loss/No profit
56,2022-05-27,Household,154.0,7.24,0,Rural,4,1.08,8.0,391.0,948.64,,,0,High Profit,Non_promotion
57,2022-05-28,Dairy,1599.0,12.97,0,Suburban,5,4.73,3.0,123.0,13175.76,,,1,Medium Profit,Non_promotion
58,2022-05-29,Snacks,1923.0,12.59,1,Suburban,6,3.51,8.0,100.0,17460.84,6749.73,2.586894586894587,1,Medium Profit,High Profit
59,2022-05-30,Household,1301.0,11.71,0,Rural,0,3.95,2.0,116.0,10095.76,,,1,Medium Profit,Non_promotion
60,2022-05-31,Beverages,1514.0,8.23,1,Suburban,1,13.67,4.0,381.0,-8236.16,20696.38,-0.39795171909290417,2,Low Profit,Loss/No profit
61,2022-06-01,Beverages,1472.0,11.42,1,Rural,2,7.29,3.0,142.0,6079.36,10730.88,0.5665294924554184,2,Low Profit,High Profit
62,2022-06-02,Beverages,1131.0,12.33,1,Suburban,3,7.26,1.0,225.0,5734.17,8211.06,0.6983471074380165,0,High Profit,High Profit
63,2022-06-03,Beverages,932.0,11.37,0,Urban,4,11.53,7.0,194.0,-149.12000000000012,,,0,High Profit,Non_promotion
64,2022-06-04,Dairy,412.0,9.44,0,Urban,5,2.74,2.0,56.0,2760.3999999999996,,,0,High Profit,Non_promotion
65,2022-06-05,Beverages,858.0,1.28,0,Rural,6,7.57,4.0,318.0,-5396.82,,,0,High Profit,Non_promotion
66,2022-06-06,Household,1958.0,12.15,0,Suburban,0,6.73,9.0,425.0,10612.36,,,1,Medium Profit,Non_promotion
67,2022-06-07,Personal Care,542.0,4.2,1,Suburban,1,9.16,6.0,371.0,-2688.32,4964.72,-0.5414847161572053,0,High Profit,Loss/No profit
68,2022-06-08,Beverages,1890.0,13.21,1,Urban,2,14.99,8.0,53.0,-3364.199999999999,28331.100000000002,-0.11874583055370241,2,Low Profit,Loss/No profit
69,2022-06-09,Dairy,427.0,15.43,0,Urban,3,11.66,2.0,187.0,1609.7899999999997,,,0,High Profit,Non_promotion
70,2022-06-10,Dairy,1177.0,10.51,1,Rural,4,6.27,7.0,280.0,4990.4800000000005,7379.789999999999,0.6762360446570974,0,High Profit,High Profit
71,2022-06-11,Beverages,860.0,11.3,1,Urban,5,12.5,6.0,137.0,-1031.9999999999993,10750.0,-0.09599999999999993,0,High Profit,Loss/No profit
72,2022-06-12,Personal Care,1362.0,19.08,0,Rural,6,2.98,9.0,66.0,21928.199999999997,,,1,Medium Profit,Non_promotion
73,2022-06-13,Beverages,1352.0,17.1,1,Urban,0,0.94,7.0,101.0,21848.32,1270.8799999999999,17.19148936170213,1,Medium Profit,High Profit
74,2022-06-14,Dairy,678.0,18.37,0,Urban,1,3.46,1.0,183.0,10108.98,,,0,High Profit,Non_promotion
75,2022-06-15,Snacks,1174.0,16.46,1,Suburban,2,5.44,8.0,260.0,12937.48,6386.56,2.0257352941176467,1,Medium Profit,High Profit
76,2022-06-16,Household,1732.0,3.07,0,Urban,3,7.9,3.0,374.0,-8365.56,,,2,Low Profit,Non_promotion
77,2022-06-17,Dairy,1727.0,3.83,1,Urban,4,9.42,2.0,442.0,-9653.93,16268.34,-0.5934182590233545,2,Low Profit,Loss/No profit
78,2022-06-18,Beverages,1106.0,11.01,1,Rural,5,13.7,3.0,268.0,-2975.1399999999994,15152.199999999999,-0.19635036496350364,2,Low Profit,Loss/No profit
79,2022-06-19,Household,1387.0,5.68,0,Urban,6,7.89,6.0,254.0,-3065.27,,,2,Low Profit,Non_promotion
80,2022-06-20,Beverages,1541.0,10.06,0,Rural,0,7.77,3.0,260.0,3528.8900000000012,,,2,Low Profit,Non_promotion
81,2022-06-21,Beverages,1926.0,8.49,0,Urban,1,1.23,5.0,326.0,13982.76,,,1,Medium Profit,Non_promotion
82,2022-06-22,Snacks,195.0,11.44,0,Urban,2,1.01,6.0,73.0,2033.85,,,0,High Profit,Non_promotion
83,2022-06-23,Household,1211.0,15.19,1,Rural,3,8.49,8.0,53.0,8113.699999999999,10281.39,0.7891637220259128,1,Medium Profit,High Profit
84,2022-06-24,Household,1201.0,14.59,1,Suburban,4,6.85,7.0,201.0,9295.74,8226.85,1.12992700729927,1,Medium Profit,High Profit
85,2022-06-25,Snacks,1411.0,10.9,0,Rural,5,12.67,8.0,492.0,-2497.4699999999993,,,2,Low Profit,Non_promotion
86,2022-06-26,Dairy,1243.0,16.63,1,Rural,6,2.83,3.0,308.0,17153.399999999998,3517.69,4.876325088339222,1,Medium Profit,High Profit
87,2022-06-27,Beverages,913.0,9.19,0,Rural,0,0.86,4.0,373.0,7605.29,,,0,High Profit,Non_promotion
88,2022-06-28,Personal Care,590.0,18.04,0,Suburban,1,7.01,6.0,406.0,6507.7,,,0,High Profit,Non_promotion
89,2022-06-29,Beverages,551.0,2.35,1,Urban,2,3.94,7.0,217.0,-876.0899999999999,2170.94,-0.4035532994923857,0,High Profit,Loss/No profit
90,2022-06-30,Beverages,1623.0,19.14,1,Rural,3,1.22,9.0,225.0,29084.160000000003,1980.06,14.688524590163937,1,Medium Profit,High Profit
91,2022-07-01,Dairy,264.0,13.44,0,Rural,4,11.01,1.0,359.0,641.52,,,0,High Profit,Non_promotion
92,2022-07-02,Beverages,281.0,8.22,0,Suburban,5,2.12,8.0,340.0,1714.1000000000001,,,0,High Profit,Non_promotion
93,2022-07-03,Snacks,568.0,4.75,0,Rural,6,9.32,8.0,105.0,-2595.76,,,0,High Profit,Non_promotion
94,2022-07-04,Snacks,1009.0,10.1,1,Urban,0,4.58,6.0,157.0,5569.679999999999,4621.22,1.2052401746724888,0,High Profit,High Profit
95,2022-07-05,Household,834.0,4.7,1,Suburban,1,3.02,4.0,345.0,1401.1200000000001,2518.68,0.5562913907284769,0,High Profit,Low Profit
96,2022-07-06,Personal Care,922.0,4.16,1,Urban,2,6.01,3.0,373.0,-1705.6999999999996,5541.22,-0.30782029950083184,0,High Profit,Loss/No profit
97,2022-07-07,Beverages,1043.0,12.73,1,Urban,3,12.12,3.0,351.0,636.2300000000013,12641.16,0.05033003300330043,0,High Profit,Low Profit
98,2022-07-08,Beverages,106.0,10.94,0,Suburban,4,6.19,6.0,383.0,503.4999999999999,,,0,High Profit,Non_promotion
99,2022-07-09,Dairy,429.0,13.73,0,Rural,5,11.39,8.0,190.0,1003.8599999999999,,,0,High Profit,Non_promotion
100,2022-07-10,Snacks,874.0,18.66,0,Urban,6,2.32,7.0,204.0,14281.16,,,1,Medium Profit,Non_promotion
101,2022-07-11,Personal Care,1796.0,11.11,0,Urban,0,11.71,1.0,311.0,-1077.6000000000026,,,2,Low Profit,Non_promotion
102,2022-07-12,Household,250.0,12.04,0,Urban,1,3.94,6.0,322.0,2025.0,,,0,High Profit,Non_promotion
103,2022-07-13,Snacks,1208.0,2.7,0,Urban,2,10.32,7.0,469.0,-9204.960000000001,,,2,Low Profit,Non_promotion
104,2022-07-14,Household,246.0,14.64,1,Suburban,3,8.7,7.0,281.0,1461.2400000000002,2140.2,0.6827586206896553,0,High Profit,Low Profit
105,2022-07-15,Dairy,1747.0,8.6,1,Suburban,4,13.97,9.0,290.0,-9381.390000000001,24405.59,-0.38439513242662854,2,Low Profit,Loss/No profit
106,2022-07-16,Dairy,1504.0,19.56,0,Urban,5,6.12,5.0,404.0,20213.759999999995,,,1,Medium Profit,Non_promotion
107,2022-07-17,Beverages,1014.0,16.64,0,Rural,6,1.46,1.0,386.0,15392.52,,,1,Medium Profit,Non_promotion
108,2022-07-18,Personal Care,1671.0,10.93,1,Urban,0,0.78,2.0,307.0,16960.65,1303.38,13.012820512820513,1,Medium Profit,High Profit
109,2022-07-19,Household,1408.0,3.34,1,Rural,1,12.49,4.0,298.0,-12883.2,17585.920000000002,-0.732586068855084,2,Low Profit,Loss/No profit
110,2022-07-20,Snacks,799.0,17.33,1,Urban,2,8.11,5.0,126.0,7366.779999999999,6479.889999999999,1.1368680641183724,0,High Profit,High Profit
111,2022-07-21,Dairy,181.0,16.2,1,Rural,3,11.74,9.0,229.0,807.2599999999999,2124.94,0.3798977853492333,0,High Profit,Low Profit
112,2022-07-22,Beverages,613.0,4.51,0,Urban,4,3.9,1.0,115.0,373.92999999999995,,,0,High Profit,Non_promotion
113,2022-07-23,Beverages,914.0,6.61,0,Rural,5,5.5,3.0,357.0,1014.5400000000003,,,0,High Profit,Non_promotion
114,2022-07-24,Household,808.0,16.07,0,Urban,6,0.94,5.0,397.0,12225.04,,,0,High Profit,Non_promotion
115,2022-07-25,Dairy,1646.0,4.52,0,Urban,0,14.44,3.0,220.0,-16328.32,,,2,Low Profit,Non_promotion
116,2022-07-26,Personal Care,845.0,18.44,0,Rural,1,10.18,4.0,71.0,6979.700000000002,,,0,High Profit,Non_promotion
117,2022-07-27,Dairy,1122.0,9.07,1,Suburban,2,14.03,3.0,416.0,-5565.119999999999,15741.66,-0.35352815395580894,2,Low Profit,Loss/No profit
118,2022-07-28,Household,1509.0,2.65,0,Rural,3,4.35,4.0,156.0,-2565.2999999999997,,,2,Low Profit,Non_promotion
119,2022-07-29,Household,806.0,16.5,1,Suburban,4,9.37,1.0,488.0,5746.780000000001,7552.219999999999,0.7609391675560301,0,High Profit,High Profit
120,2022-07-30,Dairy,570.0,8.1,0,Urban,5,10.34,8.0,372.0,-1276.8000000000002,,,0,High Profit,Non_promotion
121,2022-07-31,Household,1242.0,11.0,0,Rural,6,5.1,4.0,276.0,7327.8,,,1,Medium Profit,Non_promotion
122,2022-08-01,Dairy,495.0,3.13,0,Rural,0,12.8,7.0,493.0,-4786.650000000001,,,0,High Profit,Non_promotion
123,2022-08-02,Snacks,1655.0,1.05,0,Rural,1,14.23,2.0,491.0,-21812.899999999998,,,2,Low Profit,Non_promotion
124,2022-08-03,Dairy,360.0,13.12,0,Suburban,2,13.33,2.0,445.0,-75.6000000000003,,,0,High Profit,Non_promotion
125,2023-05-31,Dairy,531.0,17.71,0,Urban,2,5.74,3.0,213.0,6356.070000000001,,,0,High Profit,Non_promotion
126,2022-08-04,Dairy,904.0,10.79,1,Suburban,3,11.22,6.0,265.0,-388.72000000000133,10142.880000000001,-0.038324420677361984,0,High Profit,Loss/No profit
127,2022-08-05,Household,1033.0,12.28,1,Urban,4,4.52,2.0,118.0,8016.08,4669.16,1.7168141592920354,1,Medium Profit,High Profit
128,2022-08-06,Household,1379.0,16.08,1,Suburban,5,4.58,6.0,133.0,15858.499999999998,6315.82,2.5109170305676853,1,Medium Profit,High Profit
129,2023-06-01,Snacks,804.0,5.91,1,Urban,3,6.42,2.0,410.0,-410.03999999999985,5161.68,-0.07943925233644857,0,High Profit,Loss/No profit
130,2022-08-07,Beverages,1857.0,13.29,0,Suburban,6,14.47,2.0,152.0,-2191.260000000003,,,2,Low Profit,Non_promotion
131,2022-08-08,Beverages,1004.0,4.32,0,Urban,0,0.65,4.0,88.0,3684.6800000000003,,,0,High Profit,Non_promotion
132,2022-08-09,Snacks,1349.0,7.85,1,Rural,1,10.88,7.0,62.0,-4087.4700000000016,14677.12,-0.27849264705882365,2,Low Profit,Loss/No profit
133,2023-06-02,Personal Care,1048.0,11.34,1,Urban,4,10.36,1.0,332.0,1027.0400000000004,10857.279999999999,0.09459459459459464,0,High Profit,Low Profit
134,2022-08-10,Beverages,1176.0,18.21,0,Rural,2,10.74,8.0,346.0,8784.720000000001,,,1,Medium Profit,Non_promotion
135,2022-08-11,Dairy,1039.0,15.63,0,Urban,3,9.53,3.0,362.0,6337.9000000000015,,,0,High Profit,Non_promotion
136,2022-08-12,Household,1990.0,11.58,1,Rural,4,14.86,9.0,230.0,-6527.199999999999,29571.399999999998,-0.22072678331090173,2,Low Profit,Loss/No profit
137,2022-08-13,Beverages,1623.0,5.86,0,Suburban,5,5.02,2.0,317.0,1363.3200000000013,,,2,Low Profit,Non_promotion
138,2022-08-14,Beverages,1629.0,6.74,1,Urban,6,5.43,8.0,62.0,2133.9900000000007,8845.47,0.2412523020257828,2,Low Profit,High Profit
139,2022-08-15,Snacks,953.0,14.91,0,Urban,0,1.64,8.0,169.0,12646.31,,,1,Medium Profit,Non_promotion
140,2023-06-03,Personal Care,684.0,13.09,1,Urban,5,1.32,3.0,107.0,8050.679999999999,902.88,8.916666666666666,1,Medium Profit,High Profit
141,2022-08-16,Snacks,1487.0,17.17,1,Urban,1,6.92,4.0,402.0,15241.750000000002,10290.039999999999,1.4812138728323703,1,Medium Profit,High Profit
142,2022-08-17,Dairy,1403.0,13.76,0,Rural,2,4.29,1.0,106.0,13286.409999999998,,,1,Medium Profit,Non_promotion
143,2022-08-18,Household,692.0,16.38,0,Urban,3,5.48,1.0,89.0,7542.799999999999,,,0,High Profit,Non_promotion
144,2022-08-19,Snacks,813.0,15.57,1,Urban,4,12.6,2.0,423.0,2414.6100000000006,10243.8,0.2357142857142858,0,High Profit,High Profit
145,2022-08-20,Beverages,1281.0,3.84,0,Urban,5,14.06,9.0,385.0,-13091.820000000002,,,2,Low Profit,Non_promotion
146,2022-08-21,Household,731.0,9.05,0,Rural,6,3.19,2.0,177.0,4283.660000000001,,,0,High Profit,Non_promotion
147,2023-06-04,Dairy,498.0,5.2,0,Suburban,6,1.0,1.0,351.0,2091.6,,,0,High Profit,Non_promotion
148,2023-06-05,Household,916.0,19.59,0,Urban,0,6.18,1.0,371.0,12283.56,,,1,Medium Profit,Non_promotion
149,2022-08-22,Household,158.0,3.91,1,Suburban,0,5.9,2.0,222.0,-314.42,932.2,-0.33728813559322035,0,High Profit,Loss/No profit
150,2022-08-23,Beverages,1850.0,5.47,0,Urban,1,13.97,6.0,84.0,-15725.0,,,2,Low Profit,Non_promotion
151,2022-08-24,Snacks,227.0,17.52,1,Suburban,2,1.4,7.0,308.0,3659.2400000000002,317.79999999999995,11.514285714285716,1,Medium Profit,High Profit
152,2022-08-25,Beverages,835.0,9.98,0,Rural,3,1.84,7.0,425.0,6796.900000000001,,,0,High Profit,Non_promotion
153,2022-01-01,Household,1583.0,5.19,0,Urban,5,9.3,9.0,207.0,-6506.13,,,2,Low Profit,Non_promotion
154,2022-08-26,Household,820.0,11.17,0,Rural,4,2.86,9.0,54.0,6814.200000000001,,,0,High Profit,Non_promotion
155,2022-08-27,Personal Care,1238.0,4.39,0,Rural,5,9.13,6.0,267.0,-5868.120000000002,,,2,Low Profit,Non_promotion
156,2022-08-28,Personal Care,1332.0,6.93,0,Rural,6,2.68,8.0,60.0,5661.0,,,2,Low Profit,Non_promotion
157,2022-08-29,Dairy,625.0,5.37,1,Suburban,0,14.54,6.0,431.0,-5731.249999999999,9087.5,-0.6306740027510316,0,High Profit,Loss/No profit
158,2022-08-30,Beverages,620.0,4.92,0,Urban,1,6.98,2.0,376.0,-1277.2000000000003,,,0,High Profit,Non_promotion
159,2022-08-31,Beverages,651.0,13.12,1,Rural,2,7.77,1.0,166.0,3482.85,5058.2699999999995,0.6885456885456885,0,High Profit,High Profit
160,2022-09-01,Dairy,336.0,5.88,0,Rural,3,4.08,5.0,233.0,604.8,,,0,High Profit,Non_promotion
161,2022-09-02,Dairy,1404.0,13.01,0,Suburban,4,7.33,9.0,443.0,7974.719999999999,,,1,Medium Profit,Non_promotion
162,2022-09-03,Dairy,1482.0,2.11,0,Suburban,5,10.1,8.0,411.0,-11841.18,,,2,Low Profit,Non_promotion
163,2022-09-04,Household,1324.0,3.69,0,Rural,6,11.39,4.0,165.0,-10194.800000000001,,,2,Low Profit,Non_promotion
164,2022-09-05,Beverages,1881.0,6.22,1,Urban,0,11.43,5.0,211.0,-9800.01,21499.829999999998,-0.45581802274715666,2,Low Profit,Loss/No profit
165,2022-09-06,Household,1401.0,12.34,1,Urban,1,8.88,5.0,116.0,4847.459999999999,12440.880000000001,0.38963963963963955,2,Low Profit,High Profit
166,2022-09-07,Dairy,1358.0,13.84,1,Rural,2,13.61,6.0,249.0,312.3400000000006,18482.38,0.01689933872152832,2,Low Profit,Low Profit
167,2022-09-08,Beverages,593.0,9.41,1,Suburban,3,12.35,3.0,80.0,-1743.4199999999996,7323.55,-0.23805668016194326,0,High Profit,Loss/No profit
168,2022-09-09,Household,103.0,9.47,0,Rural,4,11.48,5.0,124.0,-207.02999999999997,,,0,High Profit,Non_promotion
169,2022-09-10,Household,765.0,14.77,1,Rural,5,1.31,2.0,286.0,10296.9,1002.1500000000001,10.274809160305342,1,Medium Profit,High Profit
170,2022-09-11,Dairy,541.0,1.3,1,Suburban,6,0.6,1.0,376.0,378.70000000000005,324.59999999999997,1.166666666666667,0,High Profit,Low Profit
171,2022-09-12,Beverages,128.0,7.48,0,Rural,0,3.58,1.0,115.0,499.20000000000005,,,0,High Profit,Non_promotion
172,2022-09-13,Dairy,1232.0,16.56,0,Rural,1,10.12,7.0,119.0,7934.079999999999,,,1,Medium Profit,Non_promotion
173,2022-09-14,Beverages,709.0,12.46,0,Rural,2,6.46,2.0,346.0,4254.000000000001,,,0,High Profit,Non_promotion
174,2022-09-15,Personal Care,1850.0,7.41,0,Suburban,3,6.33,4.0,496.0,1998.0000000000002,,,2,Low Profit,Non_promotion
175,2022-09-16,Snacks,904.0,18.2,1,Urban,4,13.33,5.0,465.0,4402.48,12050.32,0.36534133533383345,0,High Profit,High Profit
176,2022-09-17,Snacks,174.0,15.68,1,Urban,5,13.49,7.0,69.0,381.0599999999999,2347.26,0.16234247590808,0,High Profit,Low Profit
177,2022-09-18,Snacks,937.0,6.03,0,Suburban,6,13.68,2.0,490.0,-7168.049999999999,,,2,Low Profit,Non_promotion
178,2022-09-19,Dairy,1269.0,13.26,0,Urban,0,5.05,6.0,275.0,10418.490000000002,,,1,Medium Profit,Non_promotion
179,2022-09-20,Personal Care,227.0,12.32,0,Rural,1,10.52,1.0,483.0,408.60000000000014,,,0,High Profit,Non_promotion
180,2022-09-21,Beverages,1976.0,8.62,1,Urban,2,4.44,7.0,458.0,8259.679999999998,8773.44,0.9414414414414413,1,Medium Profit,High Profit
181,2022-09-22,Household,141.0,7.97,1,Rural,3,3.26,9.0,445.0,664.11,459.65999999999997,1.4447852760736197,0,High Profit,Low Profit
182,2022-09-23,Beverages,1479.0,7.53,0,Urban,4,3.18,5.0,248.0,6433.65,,,2,Low Profit,Non_promotion
183,2022-09-24,Household,140.0,12.73,0,Suburban,5,5.46,5.0,88.0,1017.8000000000001,,,0,High Profit,Non_promotion
184,2022-09-25,Beverages,1033.0,9.41,1,Urban,6,6.73,4.0,194.0,2768.4399999999996,6952.09,0.3982169390787518,0,High Profit,High Profit
185,2022-09-26,Personal Care,133.0,16.81,0,Urban,0,12.55,3.0,94.0,566.5799999999997,,,0,High Profit,Non_promotion
186,2022-09-27,Household,1140.0,13.72,0,Urban,1,2.24,9.0,444.0,13087.2,,,1,Medium Profit,Non_promotion
187,2022-09-28,Dairy,1800.0,2.33,1,Suburban,2,11.16,5.0,375.0,-15894.0,20088.0,-0.7912186379928315,2,Low Profit,Loss/No profit
188,2022-09-29,Beverages,1276.0,13.16,0,Urban,3,8.21,8.0,430.0,6316.199999999999,,,2,Low Profit,Non_promotion
189,2022-09-30,Beverages,1097.0,6.15,1,Suburban,4,4.68,9.0,456.0,1612.5900000000006,5133.96,0.3141025641025642,0,High Profit,Low Profit
190,2022-10-01,Household,1501.0,12.26,0,Rural,5,7.65,5.0,140.0,6919.609999999999,,,2,Low Profit,Non_promotion
191,2022-10-02,Dairy,687.0,13.92,0,Urban,6,4.85,9.0,287.0,6231.09,,,0,High Profit,Non_promotion
192,2022-10-03,Dairy,1722.0,5.39,1,Suburban,0,9.14,2.0,119.0,-6457.500000000002,15739.080000000002,-0.41028446389496726,2,Low Profit,Loss/No profit
